Time(s)	Temp(K)	mass27.8653
143.7762234210968	807.03	964.4402541660265
143.93323254585266	808.12	940.8396140509195
144.10624241828918	808.68	966.2743028312049
144.2762520313263	809.72	944.5331842794036
144.4342610836029	810.24	952.1241079213917
144.59227013587952	811.29	947.7937152397205
144.7672803401947	811.83	948.8890498592021
144.9372899532318	812.94	953.6015360127852
145.0942988395691	813.45	947.9210797303581
145.2523078918457	814.49	970.0952375503265
145.42631793022156	815.06	947.8573974850393
145.597327709198	816.1	929.962686550487
145.75433659553528	816.67	966.9238617334555
145.9123456478119	817.71	927.2498228999108
146.08635568618774	818.21	971.3434095585727
146.25936555862427	819.31	964.2364709810068
146.41837453842163	819.82	965.1407588645321
146.5753836631775	820.88	949.9079657843013
146.74939346313477	821.45	965.9686280536752
146.92240357398987	822.44	960.6065829978413
147.08141255378723	823.01	943.9855169696629
147.24242162704468	823.99	963.7906952637759
147.40943121910095	824.52	947.6281414018921
147.5784409046173	825.62	954.8114986738403
147.73444986343384	826.13	959.6640857671247
147.89245891571045	827.13	949.6022910067716
148.06646871566772	827.66	959.2692558461489
148.2384786605835	828.67	985.5827596118322
148.39448761940002	829.18	940.4957299261986
148.55249667167664	830.2	977.2276490260198
148.72950673103333	830.82	943.8326795808981
148.90651679039001	831.84	960.4919549562678
149.0645260810852	832.86	941.9476851194647
149.22753524780273	833.35	958.4923324532608
149.38754439353943	833.92	987.0474512541621
149.55955410003662	834.97	960.0589156881006
149.7175633907318	835.53	983.8760754372912
149.87557244300842	836.52	968.5031814173592
150.04858231544495	837.04	971.916549766441
150.22059202194214	838.12	988.8942363684041
150.37860107421875	838.63	964.8350840870024
150.53461003303528	839.73	997.5804946298738
150.70661973953247	840.21	977.2913312713387
150.87862968444824	841.27	967.3314281034951
151.03463864326477	841.78	1004.2671303883363
151.1926474571228	842.87	978.7814958117959
151.367657661438	843.42	1012.6349774232124
151.53966760635376	844.46	973.3812414087708
151.69867658615112	845.02	1005.2605734153078
151.85568571090698	846.04	984.9968829549003
152.02769541740417	846.59	980.768381865739
152.20070552825928	847.66	1018.8121552191253
152.35971450805664	848.22	996.3577955197549
152.51772356033325	849.22	1035.9426792098534
152.6867332458496	849.71	1036.745075500869
152.85774302482605	850.78	1016.9016878595646
153.0187520980835	851.29	1047.6729487975565
153.1837615966797	852.39	1051.7486124979528
153.34777092933655	852.88	1041.024522386285
153.51978087425232	853.89	1065.0454653204954
153.6767897605896	854.45	1053.3916144271748
153.8417992591858	855.51	1028.415437813184
154.00680875778198	856.08	1031.7396510188198
154.1798186302185	857.12	1080.6094060763837
154.33982753753662	857.63	1052.512799441777
154.50083684921265	858.68	1080.787716363276
154.66784644126892	859.2	1080.838662159531
154.84785676002502	860.25	1109.2409435716675
155.0068657398224	861.27	1056.5629902440457
155.17087531089783	861.89	1078.9664041471615
155.33088421821594	862.85	1122.7797889264214
155.51089477539062	863.39	1111.597186648459
155.67690420150757	864.46	1128.434772310721
155.84391379356384	865.01	1115.634641001664
156.0149233341217	866.03	1159.091405207139
156.18893361091614	866.56	1105.6620013847569
156.3549427986145	867.56	1125.1487684522765
156.5299530029297	868.07	1152.4429787958677
